,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Rotten Tomatoes,Runtime,Title,Website,Writer,Year,imdbID,imdbRating,imdbVotes,movie_id,totalSeasons
37,"Bruce Willis, Mary-Louise Parker, Heidi von Palleske, Karl Urban",Nominated for 1 Golden Globe. Another 4 wins & 18 nominations.,88900000,USA,25-Jan-11,Robert Schwentke,"Action, Comedy, Crime","English, Russian",60.0,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",https://m.media-amazon.com/images/M/MV5BMzg2Mjg1OTk0NF5BMl5BanBnXkFtZTcwMjQ4MTA3Mw@@._V1_SX300.jpg,Summit Entertainment,PG-13,15-Oct-10,TRUE,70,111,RED,http://red-themovie.com/,"Jon Hoeber (screenplay), Erich Hoeber (screenplay), Warren Ellis (graphic novel), Cully Hamner (graphic novel)",2010,tt1245526,7.1,264768,38,-1.0
38,"Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Jake Abel",11 nominations.,61198532,"UK, Canada, USA",29-Jun-10,Chris Columbus,"Adventure, Family, Fantasy","English, Greek,  Ancient (to 1453)",47.0,A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.,https://m.media-amazon.com/images/M/MV5BMTQ5NDlmZWUtMjIyMC00NzQ3LTg3OWYtMzRkY2FiNzQ0Njc4XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,20th Century Fox,PG,12-Feb-10,TRUE,49,118,Percy Jackson & the Olympians: The Lightning Thief,http://www.percyjacksonthemovie.com/,"Craig Titley (screenplay), Rick Riordan (novel)",2010,tt0814255,5.9,159512,39,-1.0
39,"David Bierend, Brian Boland, Molly Ephraim, Katie Featherston",1 win & 2 nominations.,84747727,USA,8-Feb-11,Tod Williams,Horror,"English, Spanish",53.0,"After experiencing what they think are a series of ""break-ins"", a family sets up security cameras around their home, only to realize that the events unfolding before them are more sinister than they seem.",https://m.media-amazon.com/images/M/MV5BMjE4NDgwMzAxNF5BMl5BanBnXkFtZTcwNTE3OTk4Mw@@._V1_SX300.jpg,Paramount Pictures,R,22-Oct-10,TRUE,59,91,Paranormal Activity 2,http://www.paranormalmovie.com/,"Michael R. Perry (screenplay), Christopher Landon (screenplay), Tom Pabst (screenplay), Michael R. Perry (story), Oren Peli (film ""Paranormal Activity"")",2010,tt1536044,5.7,90510,40,-1.0
40,"Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee",Nominated for 1 Oscar. Another 1 win & 13 nominations.,81557479,USA,15-Feb-11,Tony Scott,"Action, Thriller",English,69.0,"With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.",https://m.media-amazon.com/images/M/MV5BMjI4NDQwMDM0N15BMl5BanBnXkFtZTcwMzY1ODMwNA@@._V1_SX300.jpg,20th Century Fox,PG-13,12-Nov-10,TRUE,86,98,Unstoppable,http://www.unstoppablemovie.com/,Mark Bomback,2010,tt0477080,6.8,167361,41,-1.0
41,"Julia Roberts, I. Gusti Ayu Puspawati, Hadi Subiyanto, Billy Crudup",2 wins & 2 nominations.,80574010,USA,23-Nov-10,Ryan Murphy,"Drama, Romance","English, Italian, Portuguese",50.0,"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".",https://m.media-amazon.com/images/M/MV5BMTY5NDkyNzkyM15BMl5BanBnXkFtZTcwNDQyNDk0Mw@@._V1_SX300.jpg,Sony Pictures,PG-13,13-Aug-10,TRUE,36,133,Eat Pray Love,http://www.sonypictures.com/movies/eatpraylove/,"Ryan Murphy (screenplay), Jennifer Salt (screenplay), Elizabeth Gilbert (book)",2010,tt0879870,5.7,72996,42,-1.0
42,"Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas",4 wins & 8 nominations.,79600000,USA,25-May-10,Lasse HallstrÌ¦m,"Drama, Romance, War",English,43.0,A romantic drama about a soldier who falls for a conservative college student while he's home on leave.,https://m.media-amazon.com/images/M/MV5BMTk1NDEzMTU5NV5BMl5BanBnXkFtZTcwNTI3MTk5Mg@@._V1_SX300.jpg,Screen Gems/SONY PICTURES,PG-13,5-Feb-10,TRUE,29,108,Dear John,http://www.dearjohn-movie.com/,"Jamie Linden (screenplay), Nicholas Sparks (novel)",2010,tt0989757,6.3,123214,43,-1.0
43,"Liam Neeson, Bradley Cooper, Jessica Biel, Quinton 'Rampage' Jackson",2 wins & 4 nominations.,77213489,USA,14-Dec-10,Joe Carnahan,"Action, Adventure, Comedy","English, Spanish, French, Swahili, German",47.0,"A group of Iraq War veterans look to clear their name with the U.S. Military, who suspect the four men of committing a crime for which they were framed.",https://m.media-amazon.com/images/M/MV5BMTc4ODc4NTQ1N15BMl5BanBnXkFtZTcwNDUxODUyMw@@._V1_SX300.jpg,20th Century Fox,PG-13,11-Jun-10,TRUE,48,117,The A-Team,http://www.ateam-movie.com/,"Joe Carnahan, Brian Bloom, Skip Woods, Frank Lupo (television series ""The A-Team""), Stephen J. Cannell (television series ""The A-Team"")",2010,tt0429493,6.8,229530,44,-1.0
44,"Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi MollÌÊ",3 nominations.,76418654,USA,30-Nov-10,James Mangold,"Action, Comedy","English, German, Spanish",46.0,A young woman gets mixed up with a disgraced spy who is trying to clear his name.,https://m.media-amazon.com/images/M/MV5BMTM0Mzg0MzI3Ml5BMl5BanBnXkFtZTcwNjIyNzk1Mw@@._V1_SX300.jpg,20th Century Fox,PG-13,23-Jun-10,TRUE,52,109,Knight and Day,http://www.knightanddaymovie.com/,Patrick O'Neill,2010,tt1013743,6.3,164382,45,-1.0
45,"Steve Carell, Paul Rudd, Zach Galifianakis, Jemaine Clement",1 nomination.,72980108,USA,4-Jan-11,Jay Roach,Comedy,English,56.0,"When he finds out that his work superiors host a dinner celebrating the idiocy of their guests, a rising executive questions it when he's invited, just as he befriends a man who would be the perfect guest.",https://m.media-amazon.com/images/M/MV5BOTk5MTYzNTIyMl5BMl5BanBnXkFtZTcwOTM3MTQ2Mw@@._V1_SX300.jpg,Paramount Studios,PG-13,30-Jul-10,TRUE,41,114,Dinner for Schmucks,http://www.DinnerForSchmucks.com/,"David Guion (screenplay), Michael Handelman (screenplay), Francis Veber (film ""Le Diner de Cons"")",2010,tt0427152,5.9,88513,46,-1.0
46,"Johnny Depp, Angelina Jolie, Paul Bettany, Timothy Dalton",Nominated for 3 Golden Globes. Another 4 wins & 1 nomination.,67631157,"USA, France, Italy, UK",22-Mar-11,Florian Henckel von Donnersmarck,"Action, Adventure, Crime","English, French, Italian, Russian, Spanish",37.0,"Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.",https://m.media-amazon.com/images/M/MV5BMTMyMzc3OTkwMV5BMl5BanBnXkFtZTcwMjc0MTgwNA@@._V1_SX300.jpg,Columbia Pictures,PG-13,10-Dec-10,TRUE,20,103,The Tourist,http://www.sonypictures.com/movies/thetourist/,"Florian Henckel von Donnersmarck (screenplay), Christopher McQuarrie (screenplay), Julian Fellowes (screenplay), JÌ©rÌ«me Salle (motion picture ""Anthony Zimmer"")",2010,tt1243957,6.0,199981,47,-1.0
47,"Gerard Butler, Jennifer Aniston, Gio Perez, Joel Marsh Garland",4 wins & 5 nominations.,66700000,USA,13-Jul-10,Andy Tennant,"Action, Comedy, Romance","English, Ukrainian",22.0,"A bounty hunter learns that his next target is his ex-wife, a reporter working on a murder cover-up. Soon after their reunion, the always-at-odds duo find themselves on a run-for-their-lives adventure.",https://m.media-amazon.com/images/M/MV5BMTUwNjY4MjY0MV5BMl5BanBnXkFtZTcwNTA2OTYwMw@@._V1_SX300.jpg,Sony Pictures,PG-13,19-Mar-10,TRUE,13,110,The Bounty Hunter,http://thepursuitbegins.com/,Sarah Thorp,2010,tt1038919,5.5,108305,48,-1.0
48,"Zachary Gordon, Robert Capron, Rachael Harris, Steve Zahn",5 wins & 9 nominations.,64001297,"USA, UK",3-Aug-10,Thor Freudenthal,"Comedy, Family","English, German",56.0,"The adventures of a 12 year old who is fresh out of elementary and transitions to middle school, where he has to learn the consequences and responsibility to survive the year.",https://m.media-amazon.com/images/M/MV5BMTg3NzQ2NDgyNF5BMl5BanBnXkFtZTcwMDc1NzIyMw@@._V1_SX300.jpg,20th Century Fox,PG,19-Mar-10,TRUE,53,94,Diary of a Wimpy Kid,http://www.diaryofawimpykidmovie.com/,"Jackie Filgo (screenplay), Jeff Filgo (screenplay), Gabe Sachs (screenplay), Jeff Judah (screenplay), Jeff Kinney (book)",2010,tt1196141,6.2,36985,49,-1.0
49,"Nicolas Cage, Jay Baruchel, Alfred Molina, Teresa Palmer",1 win & 1 nomination.,63143812,USA,30-Nov-10,Jon Turteltaub,"Action, Adventure, Family","English, Cantonese, Ukrainian",46.0,Master sorcerer Balthazar Blake must find and train Merlin's descendant to defeat dark sorceress Morgana la FÌ©e.,https://m.media-amazon.com/images/M/MV5BNDY3NzQ0NjYxM15BMl5BanBnXkFtZTcwMDkzODM2Mw@@._V1_SX300.jpg,Walt Disney Studios,PG,14-Jul-10,TRUE,41,109,The Sorcerer's Apprentice,http://Disney.com/Sorcerers,"Lawrence Konner (screen story), Mark Rosenthal (screen story), Matt Lopez (screen story), Matt Lopez (screenplay), Doug Miro (screenplay), Carlo Bernard (screenplay)",2010,tt0963966,6.1,139726,50,-1.0
50,"Jackie Earle Haley, Kyle Gallner, Rooney Mara, Katie Cassidy",2 wins & 11 nominations.,63100000,USA,5-Oct-10,Samuel Bayer,"Crime, Drama, Horror",English,35.0,"The spectre of a dead child rapist haunts the children of the parents who murdered him, stalking and killing them in their dreams.",https://m.media-amazon.com/images/M/MV5BODIxMTQ0NTIxM15BMl5BanBnXkFtZTcwMzY1NDAyMw@@._V1_SX300.jpg,Warner Bros. Pictures,R,30-Apr-10,TRUE,15,95,A Nightmare on Elm Street,http://www.nightmareonelmstreet.com/,"Wesley Strick (screenplay), Eric Heisserer (screenplay), Wesley Strick (story), Wes Craven (characters)",2010,tt1179056,5.2,83015,51,-1.0
51,"Miley Cyrus, Greg Kinnear, Bobby Coleman, Liam Hemsworth",4 wins & 10 nominations.,42441000,USA,17-Aug-10,Julie Anne Robinson,"Drama, Music, Romance",English,33.0,"A rebellious girl is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",https://m.media-amazon.com/images/M/MV5BMjE2MTcyMjMyNF5BMl5BanBnXkFtZTgwODg2ODU1MDE@._V1_SX300.jpg,Walt Disney Studios,PG,31-Mar-10,TRUE,20,107,The Last Song,http://TheLastSongMovie.com,"Nicholas Sparks (screenplay), Jeff Van Wie (screenplay), Nicholas Sparks (book)",2010,tt1294226,5.9,70936,52,-1.0
52,"Simon Merrells, Gemma Whelan, Emily Blunt, Benicio Del Toro",Won 1 Oscar. Another 3 wins & 8 nominations.,61937495,USA,1-Jun-10,Joe Johnston,"Drama, Fantasy, Horror","English, Romany, Romanian, Ukrainian",43.0,"Upon his return to his ancestral homeland, an American man is bitten, and subsequently cursed by, a werewolf.",https://m.media-amazon.com/images/M/MV5BOTUyODEyMDIyM15BMl5BanBnXkFtZTcwNTYxMzg5Mg@@._V1_SX300.jpg,Universal Pictures,R,12-Feb-10,TRUE,35,103,The Wolfman,http://www.thewolfmanmovie.com/,"Andrew Kevin Walker (screenplay), David Self (screenplay), Curt Siodmak",2010,tt0780653,5.8,95602,53,-1.0
53,"Russell Brand, Rose Byrne, Tyler McKinney, Zoe Salmon",14 nominations.,60923325,USA,28-Sep-10,Nicholas Stoller,"Adventure, Comedy, Music",English,65.0,A record company intern is hired to accompany out-of-control British rock star Aldous Snow to a concert at L.A.'s Greek Theater.,https://m.media-amazon.com/images/M/MV5BMjIyMzQ0MjExNV5BMl5BanBnXkFtZTcwMzkyMzgxMw@@._V1_SX300.jpg,Universal Pictures,R,4-Jun-10,TRUE,72,109,Get Him to the Greek,http://www.gethimtothegreek.net/,"Nicholas Stoller, Jason Segel (characters)",2010,tt1226229,6.4,158372,54,-1.0
54,"Milla Jovovich, Ali Larter, Kim Coates, Shawn Roberts",2 wins & 8 nominations.,60128566,"Germany, France, USA, Canada, UK",28-Dec-10,Paul W.S. Anderson,"Action, Adventure, Horror","English, Japanese, Spanish",37.0,"While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia.",https://m.media-amazon.com/images/M/MV5BZjRlMGQ0NmUtM2U2Ny00MTk3LTg5NjAtN2M3Y2JmZjllNjJlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Sony Pictures/Screen Gems,R,10-Sep-10,TRUE,23,96,Resident Evil: Afterlife,http://www.residentevil-movie.com/,Paul W.S. Anderson,2010,tt1220634,5.9,148644,55,-1.0
55,"Tyler Perry, Janet Jackson, Jill Scott, Sharon Leal",1 win & 5 nominations.,48520000,USA,31-Aug-10,Tyler Perry,"Comedy, Drama, Romance",English,43.0,"Four couples find themselves struggling to save their marriages once again on their annual marriage retreat, while each of them battle through financial, physical, mental, and emotional issues.",https://m.media-amazon.com/images/M/MV5BMjIwMDc4MDgyMF5BMl5BanBnXkFtZTcwNjgxODkxMw@@._V1_SX300.jpg,Lionsgate,PG-13,2-Apr-10,TRUE,27,121,Why Did I Get Married Too?,http://whydidigetmarriedtoomovie.com/,Tyler Perry (screenplay),2010,tt1391137,4.6,8323,56,-1.0
56,"Dwayne Johnson, Ashley Judd, Stephen Merchant, Ryan Sheckler",1 win & 4 nominations.,58565813,"USA, Canada",4-May-10,Michael Lembeck,"Comedy, Family, Fantasy",English,36.0,A bad deed on the part of a tough minor-league hockey player results in an unusual sentence: He must serve one week as a real-life tooth fairy.,https://m.media-amazon.com/images/M/MV5BMTQ4NjQzMjQxNF5BMl5BanBnXkFtZTcwNTEzMDY4Mg@@._V1_SX300.jpg,20th Century Fox,PG,22-Jan-10,TRUE,18,101,Tooth Fairy,http://www.toothfairy-movie.com/,"Lowell Ganz (screenplay), Babaloo Mandel (screenplay), Joshua Sternin (screenplay), J.R. Ventimilia (screenplay), Randi Mayem Singer (screenplay), Jim Piddock (story)",2010,tt0808510,5.0,35658,57,-1.0
57,"Diane Lane, John Malkovich, Dylan Walsh, Margo Martindale",3 wins & 6 nominations.,59699513,USA,25-Jan-11,Randall Wallace,"Biography, Drama, Family",English,61.0,"Penny Chenery Tweedy and colleagues guide her long-shot but precocious stallion to set, in 1973, the unbeaten record for winning the Triple Crown.",https://m.media-amazon.com/images/M/MV5BMTgwNDkyMDU3NV5BMl5BanBnXkFtZTcwNjMyNjI4Mw@@._V1_SX300.jpg,Walt Disney Pictures,PG,8-Oct-10,TRUE,63,123,Secretariat,http://disney.go.com/disneypictures/secretariat/,"Mike Rich, William Nack (book)",2010,tt1028576,7.2,23405,58,-1.0
58,"Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd",Nominated for 1 Golden Globe. Another 9 wins & 20 nominations.,58401464,USA,21-Dec-10,Will Gluck,"Comedy, Drama, Romance",English,72.0,A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,https://m.media-amazon.com/images/M/MV5BMjE1MzU1Mjg1OF5BMl5BanBnXkFtZTcwNDc3NDQ2Mw@@._V1_SX300.jpg,Sony Pictures/Screen Gems,PG-13,17-Sep-10,TRUE,85,92,Easy A,http://www.letsnotandsaywedid.com/,Bert V. Royal,2010,tt1282140,7.1,316887,59,-1.0
59,"Chris Brown, Hayden Christensen, Matt Dillon, Michael Ealy",2 wins & 6 nominations.,57744720,USA,18-Jan-11,John Luessenhop,"Action, Crime, Thriller","English, Russian",45.0,A group of bank robbers find their multi-million dollar plan interrupted by a hard-boiled detective.,https://m.media-amazon.com/images/M/MV5BMTg4ODg5NzkzNl5BMl5BanBnXkFtZTcwNzAyODM5Mw@@._V1_SX300.jpg,Sony Pictures/Screen Gems,PG-13,27-Aug-10,TRUE,29,107,Takers,http://www.whoarethetakers.com/,"Peter Allen, Gabriel Casseus, John Luessenhop, Avery Duff",2010,tt1135084,6.2,51640,60,-1.0
60,"Emily Barclay, Abbie Cornish, Essie Davis, Adrienne DeFaria",4 wins & 23 nominations.,54400000,"USA, Australia",17-Dec-10,Zack Snyder,"Animation, Action, Adventure",English,53.0,"When a young owl is abducted by an evil Owl army, he must escape with new-found friends and seek the legendary Guardians to stop the menace.",https://m.media-amazon.com/images/M/MV5BMjE0NjA5OTA4N15BMl5BanBnXkFtZTcwODA3MTA3Mw@@._V1_SX300.jpg,Warner Bros. Pictures,PG,24-Sep-10,TRUE,51,97,Legend of the Guardians: The Owls of Ga'Hoole,http://www.legendoftheguardians.com,"John Orloff (screenplay), Emil Stern (screenplay), Kathryn Lasky (novels)",2010,tt1219342,7.0,71996,61,-1.0
61,"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett",2 nominations.,53358964,USA,8-Feb-11,Greg Berlanti,"Comedy, Drama, Romance",English,39.0,Two single adults become caregivers to an orphaned girl when their mutual best friends die in an accident.,https://m.media-amazon.com/images/M/MV5BMTc1OTQzNzE0Nl5BMl5BanBnXkFtZTcwNDU4NDk3Mw@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,8-Oct-10,TRUE,29,114,Life as We Know It,http://www.lifeasweknowitmovie.com,"Ian Deitchman, Kristin Robinson",2010,tt1055292,6.6,108775,62,-1.0
62,"Amanda Seyfried, Marcia DeBonis, Gael GarcÌ_a Bernal, Giordano Formenti",6 nominations.,53021560,USA,14-Sep-10,Gary Winick,"Adventure, Comedy, Drama","English, Italian, Spanish",50.0,"Sophie dreams of becoming a writer and travels to Verona, Italy where she meets the ""Secretaries of Juliet"".",https://m.media-amazon.com/images/M/MV5BMjg0OTU0NDYwNF5BMl5BanBnXkFtZTcwNzUwNTMyMw@@._V1_SX300.jpg,Summit Entertainment,PG,14-May-10,TRUE,41,105,Letters to Juliet,http://LettersToJuliet-Movie.com/,"Jose Rivera, Tim Sullivan",2010,tt0892318,6.6,82688,63,-1.0
63,"Richard Stratton, Harry Kerrigan, Michael Douglas, Carey Mulligan",Nominated for 1 Golden Globe. Another 1 win & 3 nominations.,52474616,USA,21-Dec-10,Oliver Stone,Drama,English,59.0,"Now out of prison but still disgraced by his peers, Gordon Gekko works his future son-in-law, an idealistic stock broker, when he sees an opportunity to take down a Wall Street enemy and rebuild his empire.",https://m.media-amazon.com/images/M/MV5BMTU5MDEzMzYwMF5BMl5BanBnXkFtZTcwNTcwMjUxMw@@._V1_SX300.jpg,20th Century Fox,PG-13,24-Sep-10,TRUE,54,133,Wall Street: Money Never Sleeps,http://www.wallstreetmoneyneversleeps.com/,"Allan Loeb, Stephen Schiff, Stanley Weiser (characters), Oliver Stone (characters)",2010,tt1027718,6.2,91059,64,-1.0
64,"Leonardo DiCaprio, Scott D. Altman, Andrew J. Feustel, Michael T. Good",1 win.,51710208,Canada,28-Mar-11,Toni Myers,Documentary,English,79.0,An IMAX 3D camera chronicles the effort of 7 astronauts aboard the Space Shuttle Atlantis to repair the Hubble Space Telescope.,https://m.media-amazon.com/images/M/MV5BMTM0NDgwOTU2MV5BMl5BanBnXkFtZTcwNDA3MzUxMw@@._V1_SX300.jpg,Warner Bros.,G,19-Mar-10,TRUE,87,44,Hubble,http://www.imax.com/hubble/,"Toni Myers, Frank Summers, Graeme Ferguson",2010,tt1433813,7.8,3844,65,-1.0
65,"Adrien Brody, Topher Grace, Alice Braga, Walton Goggins",2 wins & 4 nominations.,52000688,USA,19-Oct-10,NimrÌ_d Antal,"Action, Adventure, Sci-Fi","English, Spanish, Russian",51.0,A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race.,https://m.media-amazon.com/images/M/MV5BNjFmNDNlMGItMDQxMS00ZWMxLTg4MmQtMTBiNWU3ZDU1Nzk1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,20th Century Fox,R,9-Jul-10,TRUE,65,107,Predators,http://www.predators-movie.com/,"Alex Litvak, Michael Finch, Jim Thomas (characters), John Thomas (characters)",2010,tt1424381,6.4,190363,66,-1.0
66,"John Cusack, Clark Duke, Craig Robinson, Rob Corddry",5 nominations.,48925682,USA,29-Jun-10,Steve Pink,"Comedy, Sci-Fi","English, Russian",63.0,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.",https://m.media-amazon.com/images/M/MV5BMTQwMjExODA4Ml5BMl5BanBnXkFtZTcwNTYwMDYxMw@@._V1_SX300.jpg,MGM,R,26-Mar-10,TRUE,63,101,Hot Tub Time Machine,http://Kicksomepast.com/,"Josh Heald (screenplay), Sean Anders (screenplay), John Morris (screenplay), Josh Heald (story)",2010,tt1231587,6.4,150353,67,-1.0
67,"Aaron Taylor-Johnson, Garrett M. Brown, Evan Peters, Deborah Twiss",19 wins & 61 nominations.,20000000,"UK, USA",3-Aug-10,Matthew Vaughn,"Action, Comedy",English,66.0,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",https://m.media-amazon.com/images/M/MV5BMTMzNzEzMDYxM15BMl5BanBnXkFtZTcwMTc0NTMxMw@@._V1_SX300.jpg,Lionsgate,R,16-Apr-10,TRUE,75,117,Kick-Ass,http://kickass-themovie.com/,"Jane Goldman (screenplay), Matthew Vaughn (screenplay), Mark Millar (comic book), John Romita Jr. (comic book)",2010,tt1250777,7.6,482882,68,-1.0
