Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Internet Movie Database,Language,Metacritic,Metascore,Plot,Poster,Production,Rated,Released,Response,Rotten Tomatoes,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,movie_id,totalSeasons
"Jake Gyllenhaal, Gemma Arterton, Ben Kingsley, Alfred Molina",1 win & 10 nominations.,"$90,755,643",USA,14-Sep-10,Mike Newell,"Action, Adventure, Fantasy",6.6/10,English,50/100,50,A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.,https://m.media-amazon.com/images/M/MV5BMTMwNDg0NzcyMV5BMl5BanBnXkFtZTcwNjg4MjQyMw@@._V1_SX300.jpg,Walt Disney Pictures,PG-13,28-May-10,TRUE,36%,116 min,Prince of Persia: The Sands of Time,movie,http://Disney.com/PrinceOfPersia,"Boaz Yakin (screenplay), Doug Miro (screenplay), Carlo Bernard (screenplay), Jordan Mechner (screen story), Jordan Mechner (video game series ""Prince of Persia"")",2010,tt0473075,6.6,"246,222",37,
"Bruce Willis, Mary-Louise Parker, Heidi von Palleske, Karl Urban",Nominated for 1 Golden Globe. Another 4 wins & 18 nominations.,"$88,900,000",USA,25-Jan-11,Robert Schwentke,"Action, Comedy, Crime",7.1/10,"English, Russian",60/100,60,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",https://m.media-amazon.com/images/M/MV5BMzg2Mjg1OTk0NF5BMl5BanBnXkFtZTcwMjQ4MTA3Mw@@._V1_SX300.jpg,Summit Entertainment,PG-13,15-Oct-10,TRUE,70%,111 min,RED,movie,http://red-themovie.com/,"Jon Hoeber (screenplay), Erich Hoeber (screenplay), Warren Ellis (graphic novel), Cully Hamner (graphic novel)",2010,tt1245526,7.1,"264,768",38,
"Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Jake Abel",11 nominations.,"$61,198,532","UK, Canada, USA",29-Jun-10,Chris Columbus,"Adventure, Family, Fantasy",5.9/10,"English, Greek,  Ancient (to 1453)",47/100,47,A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.,https://m.media-amazon.com/images/M/MV5BMTQ5NDlmZWUtMjIyMC00NzQ3LTg3OWYtMzRkY2FiNzQ0Njc4XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,20th Century Fox,PG,12-Feb-10,TRUE,49%,118 min,Percy Jackson & the Olympians: The Lightning Thief,movie,http://www.percyjacksonthemovie.com/,"Craig Titley (screenplay), Rick Riordan (novel)",2010,tt0814255,5.9,"159,512",39,
"David Bierend, Brian Boland, Molly Ephraim, Katie Featherston",1 win & 2 nominations.,"$84,747,727",USA,8-Feb-11,Tod Williams,Horror,5.7/10,"English, Spanish",53/100,53,"After experiencing what they think are a series of ""break-ins"", a family sets up security cameras around their home, only to realize that the events unfolding before them are more sinister than they seem.",https://m.media-amazon.com/images/M/MV5BMjE4NDgwMzAxNF5BMl5BanBnXkFtZTcwNTE3OTk4Mw@@._V1_SX300.jpg,Paramount Pictures,R,22-Oct-10,TRUE,59%,91 min,Paranormal Activity 2,movie,http://www.paranormalmovie.com/,"Michael R. Perry (screenplay), Christopher Landon (screenplay), Tom Pabst (screenplay), Michael R. Perry (story), Oren Peli (film ""Paranormal Activity"")",2010,tt1536044,5.7,"90,510",40,
"Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee",Nominated for 1 Oscar. Another 1 win & 13 nominations.,"$81,557,479",USA,15-Feb-11,Tony Scott,"Action, Thriller",6.8/10,English,69/100,69,"With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.",https://m.media-amazon.com/images/M/MV5BMjI4NDQwMDM0N15BMl5BanBnXkFtZTcwMzY1ODMwNA@@._V1_SX300.jpg,20th Century Fox,PG-13,12-Nov-10,TRUE,86%,98 min,Unstoppable,movie,http://www.unstoppablemovie.com/,Mark Bomback,2010,tt0477080,6.8,"167,361",41,
"Julia Roberts, I. Gusti Ayu Puspawati, Hadi Subiyanto, Billy Crudup",2 wins & 2 nominations.,"$80,574,010",USA,23-Nov-10,Ryan Murphy,"Drama, Romance",5.7/10,"English, Italian, Portuguese",50/100,50,"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".",https://m.media-amazon.com/images/M/MV5BMTY5NDkyNzkyM15BMl5BanBnXkFtZTcwNDQyNDk0Mw@@._V1_SX300.jpg,Sony Pictures,PG-13,13-Aug-10,TRUE,36%,133 min,Eat Pray Love,movie,http://www.sonypictures.com/movies/eatpraylove/,"Ryan Murphy (screenplay), Jennifer Salt (screenplay), Elizabeth Gilbert (book)",2010,tt0879870,5.7,"72,996",42,
"Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas",4 wins & 8 nominations.,"$79,600,000",USA,25-May-10,Lasse HallstrÃ¶m,"Drama, Romance, War",6.3/10,English,43/100,43,A romantic drama about a soldier who falls for a conservative college student while he's home on leave.,https://m.media-amazon.com/images/M/MV5BMTk1NDEzMTU5NV5BMl5BanBnXkFtZTcwNTI3MTk5Mg@@._V1_SX300.jpg,Screen Gems/SONY PICTURES,PG-13,5-Feb-10,TRUE,29%,108 min,Dear John,movie,http://www.dearjohn-movie.com/,"Jamie Linden (screenplay), Nicholas Sparks (novel)",2010,tt0989757,6.3,"123,214",43,
"Liam Neeson, Bradley Cooper, Jessica Biel, Quinton 'Rampage' Jackson",2 wins & 4 nominations.,"$77,213,489",USA,14-Dec-10,Joe Carnahan,"Action, Adventure, Comedy",6.8/10,"English, Spanish, French, Swahili, German",47/100,47,"A group of Iraq War veterans look to clear their name with the U.S. Military, who suspect the four men of committing a crime for which they were framed.",https://m.media-amazon.com/images/M/MV5BMTc4ODc4NTQ1N15BMl5BanBnXkFtZTcwNDUxODUyMw@@._V1_SX300.jpg,20th Century Fox,PG-13,11-Jun-10,TRUE,48%,117 min,The A-Team,movie,http://www.ateam-movie.com/,"Joe Carnahan, Brian Bloom, Skip Woods, Frank Lupo (television series ""The A-Team""), Stephen J. Cannell (television series ""The A-Team"")",2010,tt0429493,6.8,"229,530",44,
"Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi MollÃ ",3 nominations.,"$76,418,654",USA,30-Nov-10,James Mangold,"Action, Comedy",6.3/10,"English, German, Spanish",46/100,46,A young woman gets mixed up with a disgraced spy who is trying to clear his name.,https://m.media-amazon.com/images/M/MV5BMTM0Mzg0MzI3Ml5BMl5BanBnXkFtZTcwNjIyNzk1Mw@@._V1_SX300.jpg,20th Century Fox,PG-13,23-Jun-10,TRUE,52%,109 min,Knight and Day,movie,http://www.knightanddaymovie.com/,Patrick O'Neill,2010,tt1013743,6.3,"164,382",45,
"Steve Carell, Paul Rudd, Zach Galifianakis, Jemaine Clement",1 nomination.,"$72,980,108",USA,4-Jan-11,Jay Roach,Comedy,5.9/10,English,56/100,56,"When he finds out that his work superiors host a dinner celebrating the idiocy of their guests, a rising executive questions it when he's invited, just as he befriends a man who would be the perfect guest.",https://m.media-amazon.com/images/M/MV5BOTk5MTYzNTIyMl5BMl5BanBnXkFtZTcwOTM3MTQ2Mw@@._V1_SX300.jpg,Paramount Studios,PG-13,30-Jul-10,TRUE,41%,114 min,Dinner for Schmucks,movie,http://www.DinnerForSchmucks.com/,"David Guion (screenplay), Michael Handelman (screenplay), Francis Veber (film ""Le Diner de Cons"")",2010,tt0427152,5.9,"88,513",46,
"Johnny Depp, Angelina Jolie, Paul Bettany, Timothy Dalton",Nominated for 3 Golden Globes. Another 4 wins & 1 nomination.,"$67,631,157","USA, France, Italy, UK",22-Mar-11,Florian Henckel von Donnersmarck,"Action, Adventure, Crime",6.0/10,"English, French, Italian, Russian, Spanish",37/100,37,"Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.",https://m.media-amazon.com/images/M/MV5BMTMyMzc3OTkwMV5BMl5BanBnXkFtZTcwMjc0MTgwNA@@._V1_SX300.jpg,Columbia Pictures,PG-13,10-Dec-10,TRUE,20%,103 min,The Tourist,movie,http://www.sonypictures.com/movies/thetourist/,"Florian Henckel von Donnersmarck (screenplay), Christopher McQuarrie (screenplay), Julian Fellowes (screenplay), JÃ©rÃ´me Salle (motion picture ""Anthony Zimmer"")",2010,tt1243957,6,"199,981",47,
"Gerard Butler, Jennifer Aniston, Gio Perez, Joel Marsh Garland",4 wins & 5 nominations.,"$66,700,000",USA,13-Jul-10,Andy Tennant,"Action, Comedy, Romance",5.5/10,"English, Ukrainian",22/100,22,"A bounty hunter learns that his next target is his ex-wife, a reporter working on a murder cover-up. Soon after their reunion, the always-at-odds duo find themselves on a run-for-their-lives adventure.",https://m.media-amazon.com/images/M/MV5BMTUwNjY4MjY0MV5BMl5BanBnXkFtZTcwNTA2OTYwMw@@._V1_SX300.jpg,Sony Pictures,PG-13,19-Mar-10,TRUE,13%,110 min,The Bounty Hunter,movie,http://thepursuitbegins.com/,Sarah Thorp,2010,tt1038919,5.5,"108,305",48,
"Zachary Gordon, Robert Capron, Rachael Harris, Steve Zahn",5 wins & 9 nominations.,"$64,001,297","USA, UK",3-Aug-10,Thor Freudenthal,"Comedy, Family",6.2/10,"English, German",56/100,56,"The adventures of a 12 year old who is fresh out of elementary and transitions to middle school, where he has to learn the consequences and responsibility to survive the year.",https://m.media-amazon.com/images/M/MV5BMTg3NzQ2NDgyNF5BMl5BanBnXkFtZTcwMDc1NzIyMw@@._V1_SX300.jpg,20th Century Fox,PG,19-Mar-10,TRUE,53%,94 min,Diary of a Wimpy Kid,movie,http://www.diaryofawimpykidmovie.com/,"Jackie Filgo (screenplay), Jeff Filgo (screenplay), Gabe Sachs (screenplay), Jeff Judah (screenplay), Jeff Kinney (book)",2010,tt1196141,6.2,"36,985",49,
"Nicolas Cage, Jay Baruchel, Alfred Molina, Teresa Palmer",1 win & 1 nomination.,"$63,143,812",USA,30-Nov-10,Jon Turteltaub,"Action, Adventure, Family",6.1/10,"English, Cantonese, Ukrainian",46/100,46,Master sorcerer Balthazar Blake must find and train Merlin's descendant to defeat dark sorceress Morgana la FÃ©e.,https://m.media-amazon.com/images/M/MV5BNDY3NzQ0NjYxM15BMl5BanBnXkFtZTcwMDkzODM2Mw@@._V1_SX300.jpg,Walt Disney Studios,PG,14-Jul-10,TRUE,41%,109 min,The Sorcerer's Apprentice,movie,http://Disney.com/Sorcerers,"Lawrence Konner (screen story), Mark Rosenthal (screen story), Matt Lopez (screen story), Matt Lopez (screenplay), Doug Miro (screenplay), Carlo Bernard (screenplay)",2010,tt0963966,6.1,"139,726",50,
"Jackie Earle Haley, Kyle Gallner, Rooney Mara, Katie Cassidy",2 wins & 11 nominations.,"$63,100,000",USA,5-Oct-10,Samuel Bayer,"Crime, Drama, Horror",5.2/10,English,35/100,35,"The spectre of a dead child rapist haunts the children of the parents who murdered him, stalking and killing them in their dreams.",https://m.media-amazon.com/images/M/MV5BODIxMTQ0NTIxM15BMl5BanBnXkFtZTcwMzY1NDAyMw@@._V1_SX300.jpg,Warner Bros. Pictures,R,30-Apr-10,TRUE,15%,95 min,A Nightmare on Elm Street,movie,http://www.nightmareonelmstreet.com/,"Wesley Strick (screenplay), Eric Heisserer (screenplay), Wesley Strick (story), Wes Craven (characters)",2010,tt1179056,5.2,"83,015",51,
"Miley Cyrus, Greg Kinnear, Bobby Coleman, Liam Hemsworth",4 wins & 10 nominations.,"$42,441,000",USA,17-Aug-10,Julie Anne Robinson,"Drama, Music, Romance",5.9/10,English,33/100,33,"A rebellious girl is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",https://m.media-amazon.com/images/M/MV5BMjE2MTcyMjMyNF5BMl5BanBnXkFtZTgwODg2ODU1MDE@._V1_SX300.jpg,Walt Disney Studios,PG,31-Mar-10,TRUE,20%,107 min,The Last Song,movie,http://TheLastSongMovie.com,"Nicholas Sparks (screenplay), Jeff Van Wie (screenplay), Nicholas Sparks (book)",2010,tt1294226,5.9,"70,936",52,
"Simon Merrells, Gemma Whelan, Emily Blunt, Benicio Del Toro",Won 1 Oscar. Another 3 wins & 8 nominations.,"$61,937,495",USA,1-Jun-10,Joe Johnston,"Drama, Fantasy, Horror",5.8/10,"English, Romany, Romanian, Ukrainian",43/100,43,"Upon his return to his ancestral homeland, an American man is bitten, and subsequently cursed by, a werewolf.",https://m.media-amazon.com/images/M/MV5BOTUyODEyMDIyM15BMl5BanBnXkFtZTcwNTYxMzg5Mg@@._V1_SX300.jpg,Universal Pictures,R,12-Feb-10,TRUE,35%,103 min,The Wolfman,movie,http://www.thewolfmanmovie.com/,"Andrew Kevin Walker (screenplay), David Self (screenplay), Curt Siodmak",2010,tt0780653,5.8,"95,602",53,
"Russell Brand, Rose Byrne, Tyler McKinney, Zoe Salmon",14 nominations.,"$60,923,325",USA,28-Sep-10,Nicholas Stoller,"Adventure, Comedy, Music",6.4/10,English,65/100,65,A record company intern is hired to accompany out-of-control British rock star Aldous Snow to a concert at L.A.'s Greek Theater.,https://m.media-amazon.com/images/M/MV5BMjIyMzQ0MjExNV5BMl5BanBnXkFtZTcwMzkyMzgxMw@@._V1_SX300.jpg,Universal Pictures,R,4-Jun-10,TRUE,72%,109 min,Get Him to the Greek,movie,http://www.gethimtothegreek.net/,"Nicholas Stoller, Jason Segel (characters)",2010,tt1226229,6.4,"158,372",54,
"Milla Jovovich, Ali Larter, Kim Coates, Shawn Roberts",2 wins & 8 nominations.,"$60,128,566","Germany, France, USA, Canada, UK",28-Dec-10,Paul W.S. Anderson,"Action, Adventure, Horror",5.9/10,"English, Japanese, Spanish",37/100,37,"While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia.",https://m.media-amazon.com/images/M/MV5BZjRlMGQ0NmUtM2U2Ny00MTk3LTg5NjAtN2M3Y2JmZjllNjJlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Sony Pictures/Screen Gems,R,10-Sep-10,TRUE,23%,96 min,Resident Evil: Afterlife,movie,http://www.residentevil-movie.com/,Paul W.S. Anderson,2010,tt1220634,5.9,"148,644",55,
"Tyler Perry, Janet Jackson, Jill Scott, Sharon Leal",1 win & 5 nominations.,"$48,520,000",USA,31-Aug-10,Tyler Perry,"Comedy, Drama, Romance",4.6/10,English,43/100,43,"Four couples find themselves struggling to save their marriages once again on their annual marriage retreat, while each of them battle through financial, physical, mental, and emotional issues.",https://m.media-amazon.com/images/M/MV5BMjIwMDc4MDgyMF5BMl5BanBnXkFtZTcwNjgxODkxMw@@._V1_SX300.jpg,Lionsgate,PG-13,2-Apr-10,TRUE,27%,121 min,Why Did I Get Married Too?,movie,http://whydidigetmarriedtoomovie.com/,Tyler Perry (screenplay),2010,tt1391137,4.6,"8,323",56,
"Dwayne Johnson, Ashley Judd, Stephen Merchant, Ryan Sheckler",1 win & 4 nominations.,"$58,565,813","USA, Canada",4-May-10,Michael Lembeck,"Comedy, Family, Fantasy",5.0/10,English,36/100,36,A bad deed on the part of a tough minor-league hockey player results in an unusual sentence: He must serve one week as a real-life tooth fairy.,https://m.media-amazon.com/images/M/MV5BMTQ4NjQzMjQxNF5BMl5BanBnXkFtZTcwNTEzMDY4Mg@@._V1_SX300.jpg,20th Century Fox,PG,22-Jan-10,TRUE,18%,101 min,Tooth Fairy,movie,http://www.toothfairy-movie.com/,"Lowell Ganz (screenplay), Babaloo Mandel (screenplay), Joshua Sternin (screenplay), J.R. Ventimilia (screenplay), Randi Mayem Singer (screenplay), Jim Piddock (story)",2010,tt0808510,5,"35,658",57,
"Diane Lane, John Malkovich, Dylan Walsh, Margo Martindale",3 wins & 6 nominations.,"$59,699,513",USA,25-Jan-11,Randall Wallace,"Biography, Drama, Family",7.2/10,English,61/100,61,"Penny Chenery Tweedy and colleagues guide her long-shot but precocious stallion to set, in 1973, the unbeaten record for winning the Triple Crown.",https://m.media-amazon.com/images/M/MV5BMTgwNDkyMDU3NV5BMl5BanBnXkFtZTcwNjMyNjI4Mw@@._V1_SX300.jpg,Walt Disney Pictures,PG,8-Oct-10,TRUE,63%,123 min,Secretariat,movie,http://disney.go.com/disneypictures/secretariat/,"Mike Rich, William Nack (book)",2010,tt1028576,7.2,"23,405",58,
"Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd",Nominated for 1 Golden Globe. Another 9 wins & 20 nominations.,"$58,401,464",USA,21-Dec-10,Will Gluck,"Comedy, Drama, Romance",7.1/10,English,72/100,72,A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,https://m.media-amazon.com/images/M/MV5BMjE1MzU1Mjg1OF5BMl5BanBnXkFtZTcwNDc3NDQ2Mw@@._V1_SX300.jpg,Sony Pictures/Screen Gems,PG-13,17-Sep-10,TRUE,85%,92 min,Easy A,movie,http://www.letsnotandsaywedid.com/,Bert V. Royal,2010,tt1282140,7.1,"316,887",59,
"Chris Brown, Hayden Christensen, Matt Dillon, Michael Ealy",2 wins & 6 nominations.,"$57,744,720",USA,18-Jan-11,John Luessenhop,"Action, Crime, Thriller",6.2/10,"English, Russian",45/100,45,A group of bank robbers find their multi-million dollar plan interrupted by a hard-boiled detective.,https://m.media-amazon.com/images/M/MV5BMTg4ODg5NzkzNl5BMl5BanBnXkFtZTcwNzAyODM5Mw@@._V1_SX300.jpg,Sony Pictures/Screen Gems,PG-13,27-Aug-10,TRUE,29%,107 min,Takers,movie,http://www.whoarethetakers.com/,"Peter Allen, Gabriel Casseus, John Luessenhop, Avery Duff",2010,tt1135084,6.2,"51,640",60,
"Emily Barclay, Abbie Cornish, Essie Davis, Adrienne DeFaria",4 wins & 23 nominations.,"$54,400,000","USA, Australia",17-Dec-10,Zack Snyder,"Animation, Action, Adventure",7.0/10,English,53/100,53,"When a young owl is abducted by an evil Owl army, he must escape with new-found friends and seek the legendary Guardians to stop the menace.",https://m.media-amazon.com/images/M/MV5BMjE0NjA5OTA4N15BMl5BanBnXkFtZTcwODA3MTA3Mw@@._V1_SX300.jpg,Warner Bros. Pictures,PG,24-Sep-10,TRUE,51%,97 min,Legend of the Guardians: The Owls of Ga'Hoole,movie,http://www.legendoftheguardians.com,"John Orloff (screenplay), Emil Stern (screenplay), Kathryn Lasky (novels)",2010,tt1219342,7,"71,996",61,
"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett",2 nominations.,"$53,358,964",USA,8-Feb-11,Greg Berlanti,"Comedy, Drama, Romance",6.6/10,English,39/100,39,Two single adults become caregivers to an orphaned girl when their mutual best friends die in an accident.,https://m.media-amazon.com/images/M/MV5BMTc1OTQzNzE0Nl5BMl5BanBnXkFtZTcwNDU4NDk3Mw@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,8-Oct-10,TRUE,29%,114 min,Life as We Know It,movie,http://www.lifeasweknowitmovie.com,"Ian Deitchman, Kristin Robinson",2010,tt1055292,6.6,"108,775",62,
"Amanda Seyfried, Marcia DeBonis, Gael GarcÃ_a Bernal, Giordano Formenti",6 nominations.,"$53,021,560",USA,14-Sep-10,Gary Winick,"Adventure, Comedy, Drama",6.6/10,"English, Italian, Spanish",50/100,50,"Sophie dreams of becoming a writer and travels to Verona, Italy where she meets the ""Secretaries of Juliet"".",https://m.media-amazon.com/images/M/MV5BMjg0OTU0NDYwNF5BMl5BanBnXkFtZTcwNzUwNTMyMw@@._V1_SX300.jpg,Summit Entertainment,PG,14-May-10,TRUE,41%,105 min,Letters to Juliet,movie,http://LettersToJuliet-Movie.com/,"Jose Rivera, Tim Sullivan",2010,tt0892318,6.6,"82,688",63,
"Richard Stratton, Harry Kerrigan, Michael Douglas, Carey Mulligan",Nominated for 1 Golden Globe. Another 1 win & 3 nominations.,"$52,474,616",USA,21-Dec-10,Oliver Stone,Drama,6.2/10,English,59/100,59,"Now out of prison but still disgraced by his peers, Gordon Gekko works his future son-in-law, an idealistic stock broker, when he sees an opportunity to take down a Wall Street enemy and rebuild his empire.",https://m.media-amazon.com/images/M/MV5BMTU5MDEzMzYwMF5BMl5BanBnXkFtZTcwNTcwMjUxMw@@._V1_SX300.jpg,20th Century Fox,PG-13,24-Sep-10,TRUE,54%,133 min,Wall Street: Money Never Sleeps,movie,http://www.wallstreetmoneyneversleeps.com/,"Allan Loeb, Stephen Schiff, Stanley Weiser (characters), Oliver Stone (characters)",2010,tt1027718,6.2,"91,059",64,
"Leonardo DiCaprio, Scott D. Altman, Andrew J. Feustel, Michael T. Good",1 win.,"$51,710,208",Canada,28-Mar-11,Toni Myers,Documentary,7.8/10,English,79/100,79,An IMAX 3D camera chronicles the effort of 7 astronauts aboard the Space Shuttle Atlantis to repair the Hubble Space Telescope.,https://m.media-amazon.com/images/M/MV5BMTM0NDgwOTU2MV5BMl5BanBnXkFtZTcwNDA3MzUxMw@@._V1_SX300.jpg,Warner Bros.,G,19-Mar-10,TRUE,87%,44 min,Hubble,movie,http://www.imax.com/hubble/,"Toni Myers, Frank Summers, Graeme Ferguson",2010,tt1433813,7.8,"3,844",65,
